response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
giraffe,rank-1,491,gemini-3-pro-preview,7,26,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True
zebra,rank-1,491,gemini-3-pro-preview,8,26,1,bee,animals-gen,hills,['African'],False,['Insects'],True
rhino,rank-1,491,gemini-3-pro-preview,9,26,1,bug,animals-gen,hills,['African'],False,['Insects'],False
hippo,rank-1,491,gemini-3-pro-preview,10,26,1,fly,animals-gen,hills,,True,['Insects'],False
monkey,rank-1,491,gemini-3-pro-preview,11,26,1,spider,animals-gen,hills,"['African', 'Primates']",True,"['Arachnid', 'Farm']",True
gorilla,rank-1,491,gemini-3-pro-preview,12,26,1,mammal,animals-gen,hills,"['African', 'Primates']",False,,True
chimpanzee,rank-1,491,gemini-3-pro-preview,13,26,1,monkey,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Primates']",True
bear,rank-1,491,gemini-3-pro-preview,14,26,1,whale,animals-gen,hills,['NorthAmerican'],True,"['Fish', 'Water']",True
wolf,rank-1,491,gemini-3-pro-preview,15,26,1,fish,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Fish', 'Water']",False
fox,rank-1,491,gemini-3-pro-preview,16,26,1,crab,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Water'],False
deer,rank-1,491,gemini-3-pro-preview,17,26,1,shark,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Fish', 'Water']",False
moose,rank-1,491,gemini-3-pro-preview,18,26,1,elephant,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['African'],True
rabbit,rank-1,491,gemini-3-pro-preview,19,26,1,anteater,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Insectivores'],True
squirrel,rank-1,491,gemini-3-pro-preview,20,26,1,dolphin,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Insects', 'Water']",True
mouse,rank-1,491,gemini-3-pro-preview,21,26,1,watersnake,animals-gen,hills,"['Bird', 'Rodents']",False,['ReptileAmphibian'],True
rat,rank-1,491,gemini-3-pro-preview,22,26,1,bear,animals-gen,hills,['Rodents'],False,['NorthAmerican'],True
cat,rank-1,491,gemini-3-pro-preview,23,26,1,frog,animals-gen,hills,['Pets'],True,"['ReptileAmphibian', 'Water']",True
dog,rank-1,491,gemini-3-pro-preview,24,26,1,hare,animals-gen,hills,"['Canine', 'Pets']",False,['Rabbit'],True
horse,rank-1,491,gemini-3-pro-preview,25,26,1,walrus,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['Arctic', 'Water']",True
cow,rank-1,491,gemini-3-pro-preview,26,26,1,penguin,animals-gen,hills,"['Bovine', 'Farm']",False,"['Arctic', 'Bird', 'Water']",False
cat,rank-1,998,gemini-3-pro-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,998,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
mouse,rank-1,998,gemini-3-pro-preview,3,35,1,terrier,animals-gen,hills,"['Bird', 'Rodents']",True,['Canine'],False
rat,rank-1,998,gemini-3-pro-preview,4,35,1,akita,animals-gen,hills,['Rodents'],False,['Canine'],False
hamster,rank-1,998,gemini-3-pro-preview,5,35,1,greatdane,animals-gen,hills,"['Pets', 'Rodents']",False,['Canine'],False
guinea pig,rank-1,998,gemini-3-pro-preview,6,35,1,chimpanzee,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",True
rabbit,rank-1,998,gemini-3-pro-preview,7,35,1,gorilla,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Primates']",False
cow,rank-1,998,gemini-3-pro-preview,8,35,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",True,['African'],False
horse,rank-1,998,gemini-3-pro-preview,9,35,1,elephant,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['African'],False
pig,rank-1,998,gemini-3-pro-preview,10,35,1,mountainlion,animals-gen,hills,['Farm'],False,"['Feline', 'NorthAmerican']",True
sheep,rank-1,998,gemini-3-pro-preview,11,35,1,bobcat,animals-gen,hills,['Farm'],False,"['Feline', 'NorthAmerican']",False
goat,rank-1,998,gemini-3-pro-preview,12,35,1,cobra,animals-gen,hills,['Farm'],False,"['African', 'ReptileAmphibian']",True
chicken,rank-1,998,gemini-3-pro-preview,13,35,1,blackmamba,animals-gen,hills,"['Bird', 'Farm']",False,"['African', 'ReptileAmphibian']",False
duck,rank-1,998,gemini-3-pro-preview,14,35,1,crocodile,animals-gen,hills,['Bird'],False,['ReptileAmphibian'],False
goose,rank-1,998,gemini-3-pro-preview,15,35,1,alligator,animals-gen,hills,['Water'],True,"['ReptileAmphibian', 'Water']",False
swan,rank-1,998,gemini-3-pro-preview,16,35,1,asp,animals-gen,hills,['Bird'],True,['ReptileAmphibian'],False
eagle,rank-1,998,gemini-3-pro-preview,17,35,1,python,animals-gen,hills,['Bird'],False,['ReptileAmphibian'],False
hawk,rank-1,998,gemini-3-pro-preview,18,35,1,anaconda,animals-gen,hills,['Bird'],False,['ReptileAmphibian'],False
owl,rank-1,998,gemini-3-pro-preview,19,35,1,parrot,animals-gen,hills,['Bird'],False,"['Bird', 'Pets']",True
bear,rank-1,998,gemini-3-pro-preview,20,35,1,zebra,animals-gen,hills,['NorthAmerican'],True,['African'],True
wolf,rank-1,998,gemini-3-pro-preview,21,35,1,buffalo,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['African', 'Bovine']",False
fox,rank-1,998,gemini-3-pro-preview,22,35,1,kangaroo,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Australian'],True
deer,rank-1,998,gemini-3-pro-preview,23,35,1,sloth,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Jungle'],True
moose,rank-1,998,gemini-3-pro-preview,24,35,1,hippopotamus,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['African'],True
elk,rank-1,998,gemini-3-pro-preview,25,35,1,stingray,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Water'],True
lion,rank-1,998,gemini-3-pro-preview,26,35,1,whale,animals-gen,hills,"['African', 'Feline']",True,"['Fish', 'Water']",False
tiger,rank-1,998,gemini-3-pro-preview,27,35,1,orca,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
leopard,rank-1,998,gemini-3-pro-preview,28,35,1,manatee,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Water']",False
cheetah,rank-1,998,gemini-3-pro-preview,29,35,1,dolphin,animals-gen,hills,"['African', 'Feline']",False,"['Insects', 'Water']",False
elephant,rank-1,998,gemini-3-pro-preview,30,35,1,grizzlybear,animals-gen,hills,['African'],False,['NorthAmerican'],True
giraffe,rank-1,998,gemini-3-pro-preview,31,35,1,fox,animals-gen,hills,['African'],False,"['Canine', 'NorthAmerican', 'UsedForFur']",False
zebra,rank-1,998,gemini-3-pro-preview,32,35,1,squirrel,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",False
hippopotamus,rank-1,998,gemini-3-pro-preview,33,35,1,coyote,animals-gen,hills,['African'],False,['Canine'],True
rhinoceros,rank-1,998,gemini-3-pro-preview,34,35,1,gopher,animals-gen,hills,['African'],False,['Rodents'],True
monkey,rank-1,998,gemini-3-pro-preview,35,35,1,groundhog,animals-gen,hills,"['African', 'Primates']",False,"['Rodents', 'Weasels']",False
bird,rank-1,485,gemini-3-pro-preview,1,22,1,bird,animals-gen,hills,['Bird'],True,['Bird'],True
eagle,rank-1,485,gemini-3-pro-preview,2,22,1,reptile,animals-gen,hills,['Bird'],False,['ReptileAmphibian'],True
robin,rank-1,485,gemini-3-pro-preview,3,22,1,dinosaur,animals-gen,hills,['Bird'],False,"['Dinosaur', 'ReptileAmphibian']",False
sparrow,rank-1,485,gemini-3-pro-preview,4,22,1,fish,animals-gen,hills,['Bird'],False,"['Fish', 'Water']",True
squirrel,rank-1,485,gemini-3-pro-preview,5,22,1,bear,animals-gen,hills,"['NorthAmerican', 'Rodents']",True,['NorthAmerican'],True
rabbit,rank-1,485,gemini-3-pro-preview,6,22,1,bee,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Insects'],True
mouse,rank-1,485,gemini-3-pro-preview,7,22,1,insect,animals-gen,hills,"['Bird', 'Rodents']",True,['Insects'],False
rat,rank-1,485,gemini-3-pro-preview,8,22,1,fly,animals-gen,hills,['Rodents'],False,['Insects'],False
cat,rank-1,485,gemini-3-pro-preview,9,22,1,cheetah,animals-gen,hills,['Pets'],True,"['African', 'Feline']",True
dog,rank-1,485,gemini-3-pro-preview,10,22,1,lion,animals-gen,hills,"['Canine', 'Pets']",False,"['African', 'Feline']",False
wolf,rank-1,485,gemini-3-pro-preview,11,22,1,leopard,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['African', 'Feline']",False
fox,rank-1,485,gemini-3-pro-preview,12,22,1,mammal,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,,True
bear,rank-1,485,gemini-3-pro-preview,13,22,1,whale,animals-gen,hills,['NorthAmerican'],False,"['Fish', 'Water']",True
lion,rank-1,485,gemini-3-pro-preview,14,22,1,dolphin,animals-gen,hills,"['African', 'Feline']",True,"['Insects', 'Water']",False
tiger,rank-1,485,gemini-3-pro-preview,15,22,1,elephant,animals-gen,hills,"['African', 'Feline']",False,['African'],True
elephant,rank-1,485,gemini-3-pro-preview,16,22,1,chicken,animals-gen,hills,['African'],False,"['Bird', 'Farm']",True
giraffe,rank-1,485,gemini-3-pro-preview,17,22,1,horse,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",False
zebra,rank-1,485,gemini-3-pro-preview,18,22,1,flamingo,animals-gen,hills,['African'],False,['Bird'],True
monkey,rank-1,485,gemini-3-pro-preview,19,22,1,eagle,animals-gen,hills,"['African', 'Primates']",False,['Bird'],False
gorilla,rank-1,485,gemini-3-pro-preview,20,22,1,ant,animals-gen,hills,"['African', 'Primates']",False,['Insects'],True
hippo,rank-1,485,gemini-3-pro-preview,21,22,1,spider,animals-gen,hills,,True,"['Arachnid', 'Farm']",True
rhino,rank-1,485,gemini-3-pro-preview,22,22,1,zebra,animals-gen,hills,['African'],True,['African'],True
dog,rank-1,994,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,994,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,994,gemini-3-pro-preview,3,35,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,994,gemini-3-pro-preview,4,35,1,lizard,animals-gen,hills,['Rodents'],False,['ReptileAmphibian'],True
hamster,rank-1,994,gemini-3-pro-preview,5,35,1,newt,animals-gen,hills,"['Pets', 'Rodents']",False,"['ReptileAmphibian', 'Water']",False
rabbit,rank-1,994,gemini-3-pro-preview,6,35,1,snake,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Farm', 'ReptileAmphibian']",False
cow,rank-1,994,gemini-3-pro-preview,7,35,1,seahorse,animals-gen,hills,"['Bovine', 'Farm']",True,['Water'],True
horse,rank-1,994,gemini-3-pro-preview,8,35,1,fish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Fish', 'Water']",False
pig,rank-1,994,gemini-3-pro-preview,9,35,1,platypus,animals-gen,hills,['Farm'],False,"['Australian', 'Water']",False
sheep,rank-1,994,gemini-3-pro-preview,10,35,1,anteater,animals-gen,hills,['Farm'],False,['Insectivores'],True
goat,rank-1,994,gemini-3-pro-preview,11,35,1,zebra,animals-gen,hills,['Farm'],False,['African'],True
chicken,rank-1,994,gemini-3-pro-preview,12,35,1,horse,animals-gen,hills,"['Bird', 'Farm']",False,"['BeastsOfBurden', 'Farm']",True
duck,rank-1,994,gemini-3-pro-preview,13,35,1,elephant,animals-gen,hills,['Bird'],False,['African'],True
goose,rank-1,994,gemini-3-pro-preview,14,35,1,tiger,animals-gen,hills,['Water'],True,"['African', 'Feline']",False
turkey,rank-1,994,gemini-3-pro-preview,15,35,1,bengaltiger,animals-gen,hills,"['Bird', 'Farm']",True,['Feline'],False
lion,rank-1,994,gemini-3-pro-preview,16,35,1,lion,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",False
tiger,rank-1,994,gemini-3-pro-preview,17,35,1,kangaroo,animals-gen,hills,"['African', 'Feline']",False,['Australian'],True
bear,rank-1,994,gemini-3-pro-preview,18,35,1,bear,animals-gen,hills,['NorthAmerican'],True,['NorthAmerican'],True
elephant,rank-1,994,gemini-3-pro-preview,19,35,1,donkey,animals-gen,hills,['African'],True,"['BeastsOfBurden', 'Farm']",True
giraffe,rank-1,994,gemini-3-pro-preview,20,35,1,owl,animals-gen,hills,['African'],False,['Bird'],True
monkey,rank-1,994,gemini-3-pro-preview,21,35,1,muskrat,animals-gen,hills,"['African', 'Primates']",False,"['Rodents', 'Water']",True
gorilla,rank-1,994,gemini-3-pro-preview,22,35,1,whale,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False
zebra,rank-1,994,gemini-3-pro-preview,23,35,1,dolphin,animals-gen,hills,['African'],False,"['Insects', 'Water']",False
hippo,rank-1,994,gemini-3-pro-preview,24,35,1,sealion,animals-gen,hills,,True,['Water'],False
rhino,rank-1,994,gemini-3-pro-preview,25,35,1,otter,animals-gen,hills,['African'],True,"['Water', 'Weasels']",False
crocodile,rank-1,994,gemini-3-pro-preview,26,35,1,monkey,animals-gen,hills,['ReptileAmphibian'],True,"['African', 'Primates']",True
alligator,rank-1,994,gemini-3-pro-preview,27,35,1,ape,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Primates'],False
snake,rank-1,994,gemini-3-pro-preview,28,35,1,orangutan,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['Primates'],False
lizard,rank-1,994,gemini-3-pro-preview,29,35,1,buffalo,animals-gen,hills,['ReptileAmphibian'],False,"['African', 'Bovine']",True
turtle,rank-1,994,gemini-3-pro-preview,30,35,1,octopus,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],True
frog,rank-1,994,gemini-3-pro-preview,31,35,1,elk,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Deers', 'NorthAmerican']",True
toad,rank-1,994,gemini-3-pro-preview,32,35,1,deer,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Deers', 'NorthAmerican']",False
whale,rank-1,994,gemini-3-pro-preview,33,35,1,squirrel,animals-gen,hills,"['Fish', 'Water']",False,"['NorthAmerican', 'Rodents']",False
dolphin,rank-1,994,gemini-3-pro-preview,34,35,1,chipmunk,animals-gen,hills,"['Insects', 'Water']",False,"['NorthAmerican', 'Rodents']",False
shark,rank-1,994,gemini-3-pro-preview,35,35,1,pig,animals-gen,hills,"['Fish', 'Water']",False,['Farm'],True
dog,rank-1,997,gemini-3-pro-preview,1,27,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,997,gemini-3-pro-preview,2,27,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,997,gemini-3-pro-preview,3,27,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,997,gemini-3-pro-preview,4,27,1,lizard,animals-gen,hills,['Rodents'],False,['ReptileAmphibian'],True
hamster,rank-1,997,gemini-3-pro-preview,5,27,1,elephant,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],True
guinea pig,rank-1,997,gemini-3-pro-preview,6,27,1,camel,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'BeastsOfBurden']",False
rabbit,rank-1,997,gemini-3-pro-preview,7,27,1,whale,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Fish', 'Water']",True
cow,rank-1,997,gemini-3-pro-preview,8,27,1,dolphin,animals-gen,hills,"['Bovine', 'Farm']",True,"['Insects', 'Water']",False
horse,rank-1,997,gemini-3-pro-preview,9,27,1,fish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Fish', 'Water']",False
pig,rank-1,997,gemini-3-pro-preview,10,27,1,otter,animals-gen,hills,['Farm'],False,"['Water', 'Weasels']",False
sheep,rank-1,997,gemini-3-pro-preview,11,27,1,komododragon,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],True
goat,rank-1,997,gemini-3-pro-preview,12,27,1,reptile,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],False
chicken,rank-1,997,gemini-3-pro-preview,13,27,1,snail,animals-gen,hills,"['Bird', 'Farm']",False,['Water'],True
duck,rank-1,997,gemini-3-pro-preview,14,27,1,lion,animals-gen,hills,['Bird'],False,"['African', 'Feline']",True
goose,rank-1,997,gemini-3-pro-preview,15,27,1,tiger,animals-gen,hills,['Water'],True,"['African', 'Feline']",False
lion,rank-1,997,gemini-3-pro-preview,16,27,1,zebra,animals-gen,hills,"['African', 'Feline']",True,['African'],False
tiger,rank-1,997,gemini-3-pro-preview,17,27,1,prairiedog,animals-gen,hills,"['African', 'Feline']",False,['Rodents'],True
bear,rank-1,997,gemini-3-pro-preview,18,27,1,skunk,animals-gen,hills,['NorthAmerican'],True,"['NorthAmerican', 'Weasels']",True
elephant,rank-1,997,gemini-3-pro-preview,19,27,1,anteater,animals-gen,hills,['African'],True,['Insectivores'],True
giraffe,rank-1,997,gemini-3-pro-preview,20,27,1,turtle,animals-gen,hills,['African'],False,"['ReptileAmphibian', 'Water']",True
zebra,rank-1,997,gemini-3-pro-preview,21,27,1,bat,animals-gen,hills,['African'],False,['Insectivores'],True
rhino,rank-1,997,gemini-3-pro-preview,22,27,1,dingo,animals-gen,hills,['African'],False,['Australian'],True
hippo,rank-1,997,gemini-3-pro-preview,23,27,1,kangaroo,animals-gen,hills,,True,['Australian'],False
monkey,rank-1,997,gemini-3-pro-preview,24,27,1,fox,animals-gen,hills,"['African', 'Primates']",True,"['Canine', 'NorthAmerican', 'UsedForFur']",True
gorilla,rank-1,997,gemini-3-pro-preview,25,27,1,gnat,animals-gen,hills,"['African', 'Primates']",False,['Insects'],True
chimpanzee,rank-1,997,gemini-3-pro-preview,26,27,1,rat,animals-gen,hills,"['African', 'Primates']",False,['Rodents'],True
snake,rank-1,997,gemini-3-pro-preview,27,27,1,mouse,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Bird', 'Rodents']",False
cat,rank-1,785,gemini-3-pro-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,785,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
mouse,rank-1,785,gemini-3-pro-preview,3,35,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,785,gemini-3-pro-preview,4,35,1,parrot,animals-gen,hills,['Rodents'],False,"['Bird', 'Pets']",False
hamster,rank-1,785,gemini-3-pro-preview,5,35,1,parakeet,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Pets']",False
rabbit,rank-1,785,gemini-3-pro-preview,6,35,1,duck,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Bird'],False
horse,rank-1,785,gemini-3-pro-preview,7,35,1,goose,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Water'],True
cow,rank-1,785,gemini-3-pro-preview,8,35,1,cow,animals-gen,hills,"['Bovine', 'Farm']",False,"['Bovine', 'Farm']",True
pig,rank-1,785,gemini-3-pro-preview,9,35,1,pig,animals-gen,hills,['Farm'],False,['Farm'],False
sheep,rank-1,785,gemini-3-pro-preview,10,35,1,horse,animals-gen,hills,['Farm'],False,"['BeastsOfBurden', 'Farm']",False
goat,rank-1,785,gemini-3-pro-preview,11,35,1,frog,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",True
deer,rank-1,785,gemini-3-pro-preview,12,35,1,lizard,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['ReptileAmphibian'],False
bear,rank-1,785,gemini-3-pro-preview,13,35,1,gecko,animals-gen,hills,['NorthAmerican'],False,['ReptileAmphibian'],False
wolf,rank-1,785,gemini-3-pro-preview,14,35,1,axolotl,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Water'],True
fox,rank-1,785,gemini-3-pro-preview,15,35,1,snake,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Farm', 'ReptileAmphibian']",True
raccoon,rank-1,785,gemini-3-pro-preview,16,35,1,barracuda,animals-gen,hills,['NorthAmerican'],False,['Fish'],True
squirrel,rank-1,785,gemini-3-pro-preview,17,35,1,squid,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Water'],True
lion,rank-1,785,gemini-3-pro-preview,18,35,1,octopus,animals-gen,hills,"['African', 'Feline']",True,['Water'],False
tiger,rank-1,785,gemini-3-pro-preview,19,35,1,lobster,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
leopard,rank-1,785,gemini-3-pro-preview,20,35,1,scallop,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
cheetah,rank-1,785,gemini-3-pro-preview,21,35,1,clam,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
elephant,rank-1,785,gemini-3-pro-preview,22,35,1,crab,animals-gen,hills,['African'],False,['Water'],False
giraffe,rank-1,785,gemini-3-pro-preview,23,35,1,eel,animals-gen,hills,['African'],False,['Water'],False
zebra,rank-1,785,gemini-3-pro-preview,24,35,1,monkey,animals-gen,hills,['African'],False,"['African', 'Primates']",True
rhino,rank-1,785,gemini-3-pro-preview,25,35,1,ape,animals-gen,hills,['African'],False,['Primates'],False
hippo,rank-1,785,gemini-3-pro-preview,26,35,1,mosquito,animals-gen,hills,,True,['Insects'],True
monkey,rank-1,785,gemini-3-pro-preview,27,35,1,insect,animals-gen,hills,"['African', 'Primates']",True,['Insects'],False
gorilla,rank-1,785,gemini-3-pro-preview,28,35,1,fly,animals-gen,hills,"['African', 'Primates']",False,['Insects'],False
chimpanzee,rank-1,785,gemini-3-pro-preview,29,35,1,leech,animals-gen,hills,"['African', 'Primates']",False,['Water'],True
snake,rank-1,785,gemini-3-pro-preview,30,35,1,chicken,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Bird', 'Farm']",True
lizard,rank-1,785,gemini-3-pro-preview,31,35,1,hen,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],False
turtle,rank-1,785,gemini-3-pro-preview,32,35,1,rooster,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],False
crocodile,rank-1,785,gemini-3-pro-preview,33,35,1,mule,animals-gen,hills,['ReptileAmphibian'],False,"['BeastsOfBurden', 'Farm']",False
alligator,rank-1,785,gemini-3-pro-preview,34,35,1,ox,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['BeastsOfBurden'],False
frog,rank-1,785,gemini-3-pro-preview,35,35,1,panther,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Feline']",True
dog,rank-1,575,gemini-3-pro-preview,1,21,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,575,gemini-3-pro-preview,2,21,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,575,gemini-3-pro-preview,3,21,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rabbit,rank-1,575,gemini-3-pro-preview,4,21,1,tiger,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['African', 'Feline']",True
hamster,rank-1,575,gemini-3-pro-preview,5,21,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
horse,rank-1,575,gemini-3-pro-preview,6,21,1,monkey,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Primates']",False
cow,rank-1,575,gemini-3-pro-preview,7,21,1,alligator,animals-gen,hills,"['Bovine', 'Farm']",False,"['ReptileAmphibian', 'Water']",True
pig,rank-1,575,gemini-3-pro-preview,8,21,1,crocodile,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],False
sheep,rank-1,575,gemini-3-pro-preview,9,21,1,giraffe,animals-gen,hills,['Farm'],False,['African'],True
goat,rank-1,575,gemini-3-pro-preview,10,21,1,elephant,animals-gen,hills,['Farm'],False,['African'],False
chicken,rank-1,575,gemini-3-pro-preview,11,21,1,human,animals-gen,hills,"['Bird', 'Farm']",False,['Primates'],True
duck,rank-1,575,gemini-3-pro-preview,12,21,1,rabbit,animals-gen,hills,['Bird'],False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
goose,rank-1,575,gemini-3-pro-preview,13,21,1,fish,animals-gen,hills,['Water'],True,"['Fish', 'Water']",True
turkey,rank-1,575,gemini-3-pro-preview,14,21,1,hamster,animals-gen,hills,"['Bird', 'Farm']",True,"['Pets', 'Rodents']",True
lion,rank-1,575,gemini-3-pro-preview,15,21,1,guineapig,animals-gen,hills,"['African', 'Feline']",True,"['Pets', 'Rodents']",False
tiger,rank-1,575,gemini-3-pro-preview,16,21,1,mouse,animals-gen,hills,"['African', 'Feline']",False,"['Bird', 'Rodents']",False
bear,rank-1,575,gemini-3-pro-preview,17,21,1,raccoon,animals-gen,hills,['NorthAmerican'],True,['NorthAmerican'],True
elephant,rank-1,575,gemini-3-pro-preview,18,21,1,possum,animals-gen,hills,['African'],True,['Australian'],True
giraffe,rank-1,575,gemini-3-pro-preview,19,21,1,squirrel,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",True
zebra,rank-1,575,gemini-3-pro-preview,20,21,1,chipmunk,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",False
monkey,rank-1,575,gemini-3-pro-preview,21,21,1,wolf,animals-gen,hills,"['African', 'Primates']",False,"['Canine', 'NorthAmerican']",False
dog,rank-1,493,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,493,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,493,gemini-3-pro-preview,3,35,1,rabbit,animals-gen,hills,"['Bird', 'Rodents']",True,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False
rat,rank-1,493,gemini-3-pro-preview,4,35,1,tiger,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",True
hamster,rank-1,493,gemini-3-pro-preview,5,35,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,493,gemini-3-pro-preview,6,35,1,bear,animals-gen,hills,"['Pets', 'Rodents']",False,['NorthAmerican'],True
rabbit,rank-1,493,gemini-3-pro-preview,7,35,1,ostrich,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Bird']",True
cow,rank-1,493,gemini-3-pro-preview,8,35,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",True,['African'],False
pig,rank-1,493,gemini-3-pro-preview,9,35,1,penguin,animals-gen,hills,['Farm'],False,"['Arctic', 'Bird', 'Water']",True
sheep,rank-1,493,gemini-3-pro-preview,10,35,1,polarbear,animals-gen,hills,['Farm'],False,['Arctic'],False
goat,rank-1,493,gemini-3-pro-preview,11,35,1,raccoon,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
