response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
rhino,rank-1,389,gemini-3-flash-preview,31,35,1,jaguar,animals-gen,hills,['African'],False,['Feline'],False,rhino,True,median
hippo,rank-1,389,gemini-3-flash-preview,32,35,1,leopard,animals-gen,hills,,True,"['African', 'Feline']",False,hippo,False,median
monkey,rank-1,389,gemini-3-flash-preview,33,35,1,cheetah,animals-gen,hills,"['African', 'Primates']",True,"['African', 'Feline']",False,monkey,True,median
gorilla,rank-1,389,gemini-3-flash-preview,34,35,1,elephant,animals-gen,hills,"['African', 'Primates']",False,['African'],False,gorilla,False,median
kangaroo,rank-1,389,gemini-3-flash-preview,35,35,1,camel,animals-gen,hills,['Australian'],True,"['African', 'BeastsOfBurden']",False,kangaroo,True,median
cat,rank-1,782,gemini-3-flash-preview,1,24,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,782,gemini-3-flash-preview,2,24,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
hamster,rank-1,782,gemini-3-flash-preview,3,24,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,True,median
rabbit,rank-1,782,gemini-3-flash-preview,4,24,1,mouse,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bird', 'Rodents']",False,rabbit,True,median
guinea_pig,rank-1,782,gemini-3-flash-preview,5,24,1,elephant,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],True,guinea pig,True,median
squirrel,rank-1,782,gemini-3-flash-preview,6,24,1,goat,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Farm'],True,squirrel,True,median
chipmunk,rank-1,782,gemini-3-flash-preview,7,24,1,lamb,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Farm'],False,chipmunk,False,median
raccoon,rank-1,782,gemini-3-flash-preview,8,24,1,monkey,animals-gen,hills,['NorthAmerican'],False,"['African', 'Primates']",True,raccoon,True,median
skunk,rank-1,782,gemini-3-flash-preview,9,24,1,bull,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,['Feline'],True,skunk,False,median
deer,rank-1,782,gemini-3-flash-preview,10,24,1,walrus,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Arctic', 'Water']",True,deer,True,median
fox,rank-1,782,gemini-3-flash-preview,11,24,1,dolphin,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Insects', 'Water']",False,fox,True,median
wolf,rank-1,782,gemini-3-flash-preview,12,24,1,whale,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Fish', 'Water']",False,wolf,True,median
bear,rank-1,782,gemini-3-flash-preview,13,24,1,fish,animals-gen,hills,['NorthAmerican'],False,"['Fish', 'Water']",False,bear,True,median
lion,rank-1,782,gemini-3-flash-preview,14,24,1,squid,animals-gen,hills,"['African', 'Feline']",True,['Water'],False,lion,True,median
tiger,rank-1,782,gemini-3-flash-preview,15,24,1,frog,animals-gen,hills,"['African', 'Feline']",False,"['ReptileAmphibian', 'Water']",False,tiger,False,median
leopard,rank-1,782,gemini-3-flash-preview,16,24,1,snake,animals-gen,hills,"['African', 'Feline']",False,"['Farm', 'ReptileAmphibian']",False,leopard,False,median
cheetah,rank-1,782,gemini-3-flash-preview,17,24,1,hippopotamus,animals-gen,hills,"['African', 'Feline']",False,['African'],True,cheetah,False,median
zebra,rank-1,782,gemini-3-flash-preview,18,24,1,shark,animals-gen,hills,['African'],False,"['Fish', 'Water']",True,zebra,False,median
giraffe,rank-1,782,gemini-3-flash-preview,19,24,1,horse,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",True,giraffe,False,median
elephant,rank-1,782,gemini-3-flash-preview,20,24,1,tiger,animals-gen,hills,['African'],False,"['African', 'Feline']",True,elephant,False,median
rhino,rank-1,782,gemini-3-flash-preview,21,24,1,lion,animals-gen,hills,['African'],False,"['African', 'Feline']",False,rhino,False,median
hippo,rank-1,782,gemini-3-flash-preview,22,24,1,panther,animals-gen,hills,,True,"['African', 'Feline']",False,hippo,False,median
cow,rank-1,782,gemini-3-flash-preview,23,24,1,wildcat,animals-gen,hills,"['Bovine', 'Farm']",True,['Feline'],False,cow,True,median
pig,rank-1,782,gemini-3-flash-preview,24,24,1,cow,animals-gen,hills,['Farm'],False,"['Bovine', 'Farm']",True,pig,False,median
cheetah,rank-1,491,gemini-3-flash-preview,1,26,1,cheetah,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",True,cheetah,False,median
lion,rank-1,491,gemini-3-flash-preview,2,26,1,dog,animals-gen,hills,"['African', 'Feline']",False,"['Canine', 'Pets']",True,lion,False,median
tiger,rank-1,491,gemini-3-flash-preview,3,26,1,lion,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True,tiger,False,median
leopard,rank-1,491,gemini-3-flash-preview,4,26,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",False,leopard,False,median
zebra,rank-1,491,gemini-3-flash-preview,5,26,1,raccoon,animals-gen,hills,['African'],False,['NorthAmerican'],True,zebra,False,median
giraffe,rank-1,491,gemini-3-flash-preview,6,26,1,squirrel,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",False,giraffe,False,median
elephant,rank-1,491,gemini-3-flash-preview,7,26,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True,elephant,False,median
hippo,rank-1,491,gemini-3-flash-preview,8,26,1,bee,animals-gen,hills,,True,['Insects'],True,hippo,False,median
rhino,rank-1,491,gemini-3-flash-preview,9,26,1,bug,animals-gen,hills,['African'],True,['Insects'],False,rhino,False,median
hyena,rank-1,491,gemini-3-flash-preview,10,26,1,fly,animals-gen,hills,"['African', 'Canine']",False,['Insects'],False,hyena,True,median
wolf,rank-1,491,gemini-3-flash-preview,11,26,1,spider,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Arachnid', 'Farm']",True,wolf,True,median
fox,rank-1,491,gemini-3-flash-preview,12,26,1,mammal,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,,True,fox,True,median
bear,rank-1,491,gemini-3-flash-preview,13,26,1,monkey,animals-gen,hills,['NorthAmerican'],False,"['African', 'Primates']",True,bear,True,median
deer,rank-1,491,gemini-3-flash-preview,14,26,1,whale,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Fish', 'Water']",True,deer,True,median
rabbit,rank-1,491,gemini-3-flash-preview,15,26,1,fish,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Fish', 'Water']",False,rabbit,True,median
squirrel,rank-1,491,gemini-3-flash-preview,16,26,1,crab,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Water'],False,squirrel,True,median
mouse,rank-1,491,gemini-3-flash-preview,17,26,1,shark,animals-gen,hills,"['Bird', 'Rodents']",False,"['Fish', 'Water']",False,mouse,True,median
rat,rank-1,491,gemini-3-flash-preview,18,26,1,elephant,animals-gen,hills,['Rodents'],False,['African'],True,rat,False,median
hamster,rank-1,491,gemini-3-flash-preview,19,26,1,anteater,animals-gen,hills,"['Pets', 'Rodents']",False,['Insectivores'],True,hamster,False,median
cat,rank-1,491,gemini-3-flash-preview,20,26,1,dolphin,animals-gen,hills,['Pets'],False,"['Insects', 'Water']",True,cat,True,median
dog,rank-1,491,gemini-3-flash-preview,21,26,1,watersnake,animals-gen,hills,"['Canine', 'Pets']",False,['ReptileAmphibian'],True,dog,False,median
horse,rank-1,491,gemini-3-flash-preview,22,26,1,bear,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['NorthAmerican'],True,horse,True,median
cow,rank-1,491,gemini-3-flash-preview,23,26,1,frog,animals-gen,hills,"['Bovine', 'Farm']",False,"['ReptileAmphibian', 'Water']",True,cow,True,median
pig,rank-1,491,gemini-3-flash-preview,24,26,1,hare,animals-gen,hills,['Farm'],False,['Rabbit'],True,pig,False,median
sheep,rank-1,491,gemini-3-flash-preview,25,26,1,walrus,animals-gen,hills,['Farm'],False,"['Arctic', 'Water']",True,sheep,True,median
goat,rank-1,491,gemini-3-flash-preview,26,26,1,penguin,animals-gen,hills,['Farm'],False,"['Arctic', 'Bird', 'Water']",False,goat,False,median
dog,rank-1,994,gemini-3-flash-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,994,gemini-3-flash-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,994,gemini-3-flash-preview,3,35,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,False,median
rabbit,rank-1,994,gemini-3-flash-preview,4,35,1,lizard,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['ReptileAmphibian'],True,rabbit,False,median
guinea_pig,rank-1,994,gemini-3-flash-preview,5,35,1,newt,animals-gen,hills,"['Pets', 'Rodents']",False,"['ReptileAmphibian', 'Water']",False,guinea pig,True,median
pig,rank-1,994,gemini-3-flash-preview,6,35,1,snake,animals-gen,hills,['Farm'],True,"['Farm', 'ReptileAmphibian']",False,pig,True,median
cow,rank-1,994,gemini-3-flash-preview,7,35,1,seahorse,animals-gen,hills,"['Bovine', 'Farm']",False,['Water'],True,cow,False,median
horse,rank-1,994,gemini-3-flash-preview,8,35,1,fish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Fish', 'Water']",False,horse,True,median
sheep,rank-1,994,gemini-3-flash-preview,9,35,1,platypus,animals-gen,hills,['Farm'],False,"['Australian', 'Water']",False,sheep,True,median
goat,rank-1,994,gemini-3-flash-preview,10,35,1,anteater,animals-gen,hills,['Farm'],False,['Insectivores'],True,goat,False,median
chicken,rank-1,994,gemini-3-flash-preview,11,35,1,zebra,animals-gen,hills,"['Bird', 'Farm']",False,['African'],True,chicken,True,median
duck,rank-1,994,gemini-3-flash-preview,12,35,1,horse,animals-gen,hills,['Bird'],False,"['BeastsOfBurden', 'Farm']",True,duck,False,median
goose,rank-1,994,gemini-3-flash-preview,13,35,1,elephant,animals-gen,hills,['Water'],True,['African'],True,goose,False,median
turkey,rank-1,994,gemini-3-flash-preview,14,35,1,tiger,animals-gen,hills,"['Bird', 'Farm']",True,"['African', 'Feline']",False,turkey,True,median
swan,rank-1,994,gemini-3-flash-preview,15,35,1,bengaltiger,animals-gen,hills,['Bird'],False,['Feline'],False,swan,True,median
frog,rank-1,994,gemini-3-flash-preview,16,35,1,lion,animals-gen,hills,"['ReptileAmphibian', 'Water']",True,"['African', 'Feline']",False,frog,True,median
toad,rank-1,994,gemini-3-flash-preview,17,35,1,kangaroo,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Australian'],True,toad,False,median
turtle,rank-1,994,gemini-3-flash-preview,18,35,1,bear,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['NorthAmerican'],True,turtle,True,median
snake,rank-1,994,gemini-3-flash-preview,19,35,1,donkey,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['BeastsOfBurden', 'Farm']",True,snake,True,median
lizard,rank-1,994,gemini-3-flash-preview,20,35,1,owl,animals-gen,hills,['ReptileAmphibian'],False,['Bird'],True,lizard,False,median
alligator,rank-1,994,gemini-3-flash-preview,21,35,1,muskrat,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Rodents', 'Water']",True,alligator,True,median
crocodile,rank-1,994,gemini-3-flash-preview,22,35,1,whale,animals-gen,hills,['ReptileAmphibian'],False,"['Fish', 'Water']",False,crocodile,False,median
hippo,rank-1,994,gemini-3-flash-preview,23,35,1,dolphin,animals-gen,hills,,True,"['Insects', 'Water']",False,hippo,False,median
rhino,rank-1,994,gemini-3-flash-preview,24,35,1,sealion,animals-gen,hills,['African'],True,['Water'],False,rhino,False,median
elephant,rank-1,994,gemini-3-flash-preview,25,35,1,otter,animals-gen,hills,['African'],False,"['Water', 'Weasels']",False,elephant,False,median
giraffe,rank-1,994,gemini-3-flash-preview,26,35,1,monkey,animals-gen,hills,['African'],False,"['African', 'Primates']",True,giraffe,False,median
zebra,rank-1,994,gemini-3-flash-preview,27,35,1,ape,animals-gen,hills,['African'],False,['Primates'],False,zebra,False,median
lion,rank-1,994,gemini-3-flash-preview,28,35,1,orangutan,animals-gen,hills,"['African', 'Feline']",False,['Primates'],False,lion,True,median
tiger,rank-1,994,gemini-3-flash-preview,29,35,1,buffalo,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Bovine']",True,tiger,False,median
cheetah,rank-1,994,gemini-3-flash-preview,30,35,1,octopus,animals-gen,hills,"['African', 'Feline']",False,['Water'],True,cheetah,False,median
bear,rank-1,994,gemini-3-flash-preview,31,35,1,elk,animals-gen,hills,['NorthAmerican'],True,"['Deers', 'NorthAmerican']",True,bear,True,median
wolf,rank-1,994,gemini-3-flash-preview,32,35,1,deer,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Deers', 'NorthAmerican']",False,wolf,True,median
fox,rank-1,994,gemini-3-flash-preview,33,35,1,squirrel,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['NorthAmerican', 'Rodents']",False,fox,True,median
deer,rank-1,994,gemini-3-flash-preview,34,35,1,chipmunk,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['NorthAmerican', 'Rodents']",False,deer,True,median
moose,rank-1,994,gemini-3-flash-preview,35,35,1,pig,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Farm'],True,moose,False,median
horse,rank-1,291,gemini-3-flash-preview,1,35,1,horse,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['BeastsOfBurden', 'Farm']",True,horse,False,median
cow,rank-1,291,gemini-3-flash-preview,2,35,1,dog,animals-gen,hills,"['Bovine', 'Farm']",False,"['Canine', 'Pets']",True,cow,True,median
pig,rank-1,291,gemini-3-flash-preview,3,35,1,cat,animals-gen,hills,['Farm'],False,['Pets'],False,pig,False,median
sheep,rank-1,291,gemini-3-flash-preview,4,35,1,elephant,animals-gen,hills,['Farm'],False,['African'],True,sheep,True,median
goat,rank-1,291,gemini-3-flash-preview,5,35,1,dolphin,animals-gen,hills,['Farm'],False,"['Insects', 'Water']",True,goat,False,median
chicken,rank-1,291,gemini-3-flash-preview,6,35,1,squirrel,animals-gen,hills,"['Bird', 'Farm']",False,"['NorthAmerican', 'Rodents']",True,chicken,True,median
turkey,rank-1,291,gemini-3-flash-preview,7,35,1,bird,animals-gen,hills,"['Bird', 'Farm']",False,['Bird'],True,turkey,True,median
duck,rank-1,291,gemini-3-flash-preview,8,35,1,chipmunk,animals-gen,hills,['Bird'],False,"['NorthAmerican', 'Rodents']",True,duck,True,median
goose,rank-1,291,gemini-3-flash-preview,9,35,1,mouse,animals-gen,hills,['Water'],True,"['Bird', 'Rodents']",False,goose,False,median
dog,rank-1,291,gemini-3-flash-preview,10,35,1,rat,animals-gen,hills,"['Canine', 'Pets']",True,['Rodents'],False,dog,True,median
cat,rank-1,291,gemini-3-flash-preview,11,35,1,cheetah,animals-gen,hills,['Pets'],False,"['African', 'Feline']",True,cat,False,median
rabbit,rank-1,291,gemini-3-flash-preview,12,35,1,lion,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Feline']",False,rabbit,True,median
hamster,rank-1,291,gemini-3-flash-preview,13,35,1,giraffe,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False,hamster,False,median
guinea_pig,rank-1,291,gemini-3-flash-preview,14,35,1,hippopotamus,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False,guinea pig,False,median
mouse,rank-1,291,gemini-3-flash-preview,15,35,1,rhino,animals-gen,hills,"['Bird', 'Rodents']",False,['African'],False,mouse,True,median
rat,rank-1,291,gemini-3-flash-preview,16,35,1,polarbear,animals-gen,hills,['Rodents'],False,['Arctic'],True,rat,False,median
squirrel,rank-1,291,gemini-3-flash-preview,17,35,1,walrus,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Arctic', 'Water']",False,squirrel,True,median
chipmunk,rank-1,291,gemini-3-flash-preview,18,35,1,elk,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Deers', 'NorthAmerican']",True,chipmunk,False,median
raccoon,rank-1,291,gemini-3-flash-preview,19,35,1,deer,animals-gen,hills,['NorthAmerican'],False,"['Deers', 'NorthAmerican']",False,raccoon,True,median
skunk,rank-1,291,gemini-3-flash-preview,20,35,1,snake,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,"['Farm', 'ReptileAmphibian']",True,skunk,False,median
deer,rank-1,291,gemini-3-flash-preview,21,35,1,otter,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Water', 'Weasels']",True,deer,True,median
moose,rank-1,291,gemini-3-flash-preview,22,35,1,fish,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Fish', 'Water']",False,moose,False,median
fox,rank-1,291,gemini-3-flash-preview,23,35,1,wolf,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Canine', 'NorthAmerican']",True,fox,True,median
wolf,rank-1,291,gemini-3-flash-preview,24,35,1,coyote,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Canine'],False,wolf,True,median
bear,rank-1,291,gemini-3-flash-preview,25,35,1,moose,animals-gen,hills,['NorthAmerican'],False,"['Deers', 'NorthAmerican']",True,bear,True,median
lion,rank-1,291,gemini-3-flash-preview,26,35,1,bear,animals-gen,hills,"['African', 'Feline']",True,['NorthAmerican'],False,lion,True,median
tiger,rank-1,291,gemini-3-flash-preview,27,35,1,crow,animals-gen,hills,"['African', 'Feline']",False,['Bird'],True,tiger,False,median
cheetah,rank-1,291,gemini-3-flash-preview,28,35,1,pony,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",True,cheetah,False,median
leopard,rank-1,291,gemini-3-flash-preview,29,35,1,chinchilla,animals-gen,hills,"['African', 'Feline']",False,"['Rodents', 'UsedForFur']",True,leopard,False,median
zebra,rank-1,291,gemini-3-flash-preview,30,35,1,worm,animals-gen,hills,['African'],False,"['Insects', 'Worms']",True,zebra,False,median
giraffe,rank-1,291,gemini-3-flash-preview,31,35,1,beetle,animals-gen,hills,['African'],False,['Insects'],False,giraffe,False,median
elephant,rank-1,291,gemini-3-flash-preview,32,35,1,cockroach,animals-gen,hills,['African'],False,['Insects'],False,elephant,False,median
hippo,rank-1,291,gemini-3-flash-preview,33,35,1,starfish,animals-gen,hills,,True,['Water'],True,hippo,False,median
rhino,rank-1,291,gemini-3-flash-preview,34,35,1,shark,animals-gen,hills,['African'],True,"['Fish', 'Water']",False,rhino,False,median
crocodile,rank-1,291,gemini-3-flash-preview,35,35,1,whale,animals-gen,hills,['ReptileAmphibian'],True,"['Fish', 'Water']",False,crocodile,True,median
cat,rank-1,996,gemini-3-flash-preview,1,33,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,996,gemini-3-flash-preview,2,33,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
rabbit,rank-1,996,gemini-3-flash-preview,3,33,1,squirrel,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['NorthAmerican', 'Rodents']",True,rabbit,True,median
hamster,rank-1,996,gemini-3-flash-preview,4,33,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False,hamster,False,median
guinea_pig,rank-1,996,gemini-3-flash-preview,5,33,1,rat,animals-gen,hills,"['Pets', 'Rodents']",False,['Rodents'],False,guinea pig,False,median
mouse,rank-1,996,gemini-3-flash-preview,6,33,1,hamster,animals-gen,hills,"['Bird', 'Rodents']",False,"['Pets', 'Rodents']",False,mouse,True,median
rat,rank-1,996,gemini-3-flash-preview,7,33,1,zebra,animals-gen,hills,['Rodents'],False,['African'],True,rat,False,median
cow,rank-1,996,gemini-3-flash-preview,8,33,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",True,['African'],False,cow,True,median
pig,rank-1,996,gemini-3-flash-preview,9,33,1,elephant,animals-gen,hills,['Farm'],False,['African'],False,pig,False,median
sheep,rank-1,996,gemini-3-flash-preview,10,33,1,cow,animals-gen,hills,['Farm'],False,"['Bovine', 'Farm']",True,sheep,True,median
goat,rank-1,996,gemini-3-flash-preview,11,33,1,goat,animals-gen,hills,['Farm'],False,['Farm'],False,goat,False,median
horse,rank-1,996,gemini-3-flash-preview,12,33,1,crocodile,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['ReptileAmphibian'],True,horse,True,median
donkey,rank-1,996,gemini-3-flash-preview,13,33,1,lion,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['African', 'Feline']",True,donkey,False,median
chicken,rank-1,996,gemini-3-flash-preview,14,33,1,tiger,animals-gen,hills,"['Bird', 'Farm']",False,"['African', 'Feline']",False,chicken,True,median
duck,rank-1,996,gemini-3-flash-preview,15,33,1,camel,animals-gen,hills,['Bird'],False,"['African', 'BeastsOfBurden']",False,duck,False,median
goose,rank-1,996,gemini-3-flash-preview,16,33,1,hippopotamus,animals-gen,hills,['Water'],True,['African'],False,goose,False,median
turkey,rank-1,996,gemini-3-flash-preview,17,33,1,snake,animals-gen,hills,"['Bird', 'Farm']",True,"['Farm', 'ReptileAmphibian']",True,turkey,True,median
deer,rank-1,996,gemini-3-flash-preview,18,33,1,bear,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['NorthAmerican'],True,deer,True,median
moose,rank-1,996,gemini-3-flash-preview,19,33,1,koala,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Australian'],True,moose,False,median
bear,rank-1,996,gemini-3-flash-preview,20,33,1,fox,animals-gen,hills,['NorthAmerican'],False,"['Canine', 'NorthAmerican', 'UsedForFur']",True,bear,True,median
wolf,rank-1,996,gemini-3-flash-preview,21,33,1,wolf,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Canine', 'NorthAmerican']",False,wolf,True,median
fox,rank-1,996,gemini-3-flash-preview,22,33,1,leopard,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['African', 'Feline']",True,fox,True,median
squirrel,rank-1,996,gemini-3-flash-preview,23,33,1,cheetah,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Feline']",False,squirrel,True,median
lion,rank-1,996,gemini-3-flash-preview,24,33,1,yak,animals-gen,hills,"['African', 'Feline']",True,"['BeastsOfBurden', 'Bovine']",True,lion,True,median
tiger,rank-1,996,gemini-3-flash-preview,25,33,1,sheep,animals-gen,hills,"['African', 'Feline']",False,['Farm'],True,tiger,False,median
leopard,rank-1,996,gemini-3-flash-preview,26,33,1,buffalo,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Bovine']",True,leopard,False,median
elephant,rank-1,996,gemini-3-flash-preview,27,33,1,pig,animals-gen,hills,['African'],False,['Farm'],True,elephant,True,median
giraffe,rank-1,996,gemini-3-flash-preview,28,33,1,boar,animals-gen,hills,['African'],False,['NorthAmerican'],True,giraffe,False,median
zebra,rank-1,996,gemini-3-flash-preview,29,33,1,kiwi,animals-gen,hills,['African'],False,"['Australian', 'Bird']",True,zebra,False,median
hippo,rank-1,996,gemini-3-flash-preview,30,33,1,penguin,animals-gen,hills,,True,"['Arctic', 'Bird', 'Water']",False,hippo,False,median
rhino,rank-1,996,gemini-3-flash-preview,31,33,1,horse,animals-gen,hills,['African'],True,"['BeastsOfBurden', 'Farm']",True,rhino,False,median
monkey,rank-1,996,gemini-3-flash-preview,32,33,1,donkey,animals-gen,hills,"['African', 'Primates']",False,"['BeastsOfBurden', 'Farm']",False,monkey,True,median
gorilla,rank-1,996,gemini-3-flash-preview,33,33,1,monkey,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Primates']",True,gorilla,False,median
monkey,rank-1,482,gemini-3-flash-preview,1,26,1,monkey,animals-gen,hills,"['African', 'Primates']",True,"['African', 'Primates']",True,monkey,False,median
gorilla,rank-1,482,gemini-3-flash-preview,2,26,1,turtle,animals-gen,hills,"['African', 'Primates']",False,"['ReptileAmphibian', 'Water']",True,gorilla,False,median
chimpanzee,rank-1,482,gemini-3-flash-preview,3,26,1,fish,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False,chimpanzee,False,median
tiger,rank-1,482,gemini-3-flash-preview,4,26,1,dog,animals-gen,hills,"['African', 'Feline']",False,"['Canine', 'Pets']",True,tiger,True,median
lion,rank-1,482,gemini-3-flash-preview,5,26,1,cat,animals-gen,hills,"['African', 'Feline']",False,['Pets'],False,lion,False,median
leopard,rank-1,482,gemini-3-flash-preview,6,26,1,pig,animals-gen,hills,"['African', 'Feline']",False,['Farm'],True,leopard,False,median
cheetah,rank-1,482,gemini-3-flash-preview,7,26,1,horse,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",False,cheetah,False,median
elephant,rank-1,482,gemini-3-flash-preview,8,26,1,cow,animals-gen,hills,['African'],False,"['Bovine', 'Farm']",False,elephant,True,median
giraffe,rank-1,482,gemini-3-flash-preview,9,26,1,bull,animals-gen,hills,['African'],False,['Feline'],True,giraffe,False,median
zebra,rank-1,482,gemini-3-flash-preview,10,26,1,chicken,animals-gen,hills,['African'],False,"['Bird', 'Farm']",True,zebra,False,median
hippo,rank-1,482,gemini-3-flash-preview,11,26,1,turkey,animals-gen,hills,,True,"['Bird', 'Farm']",False,hippo,True,median
rhino,rank-1,482,gemini-3-flash-preview,12,26,1,hen,animals-gen,hills,['African'],True,['Farm'],False,rhino,True,median
crocodile,rank-1,482,gemini-3-flash-preview,13,26,1,rooster,animals-gen,hills,['ReptileAmphibian'],True,['Farm'],False,crocodile,True,median
alligator,rank-1,482,gemini-3-flash-preview,14,26,1,whale,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Water']",True,alligator,False,median
snake,rank-1,482,gemini-3-flash-preview,15,26,1,shark,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['Fish', 'Water']",False,snake,True,median
lizard,rank-1,482,gemini-3-flash-preview,16,26,1,rabbit,animals-gen,hills,['ReptileAmphibian'],False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,lizard,False,median
turtle,rank-1,482,gemini-3-flash-preview,17,26,1,lizard,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['ReptileAmphibian'],True,turtle,True,median
frog,rank-1,482,gemini-3-flash-preview,18,26,1,snake,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Farm', 'ReptileAmphibian']",False,frog,True,median
toad,rank-1,482,gemini-3-flash-preview,19,26,1,chick,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],False,toad,False,median
fish,rank-1,482,gemini-3-flash-preview,20,26,1,mouse,animals-gen,hills,"['Fish', 'Water']",False,"['Bird', 'Rodents']",True,fish,True,median
shark,rank-1,482,gemini-3-flash-preview,21,26,1,rat,animals-gen,hills,"['Fish', 'Water']",False,['Rodents'],False,shark,False,median
whale,rank-1,482,gemini-3-flash-preview,22,26,1,bear,animals-gen,hills,"['Fish', 'Water']",False,['NorthAmerican'],True,whale,False,median
dolphin,rank-1,482,gemini-3-flash-preview,23,26,1,gorilla,animals-gen,hills,"['Insects', 'Water']",False,"['African', 'Primates']",True,dolphin,False,median
seal,rank-1,482,gemini-3-flash-preview,24,26,1,zebra,animals-gen,hills,"['Arctic', 'Water']",False,['African'],False,seal,True,median
